name,source
Book of Changes,http://www.jamesdekorne.com/GBCh/GBCh.htm 
Out-of-body experiences (OBEs),http://out-of-body-experience.info/blog/ 
Isolation tank,https://zenfloatco.com/blog-pages/tag/sensory+deprivation+tank 
Hawaiian massage,https://www.hoomanaspamaui.com/blog/ 
Healing Herbs,https://learningherbs.com/free-herbal-remedies/ 
Scandinavian Mythology,https://www.norsemyth.org/ 
Ovo vegetarianism,https://www.thespruceeats.com/what-is-an-ovo-vegetarian-3376816
,https://www.healthline.com/nutrition/ovo-vegetarian-diet#benefits 
Third Eye Meditation,http://www.meditationiseasy.com/meditation-techniques/trataka-the-meditation-technique-of-third-eye/
,https://www.binauralbeatsmeditation.com/third-eye-meditation-techniques/ 
Water Breathing,https://www.sikana.tv/en/sport/getting-comfortable-in-the-water/how-to-breathe-when-swimming
,https://www.enjoy-swimming.com/breathing-while-swimming.html 
Sports Psychology,https://www.peaksports.com/sports-psychology-blog/ 
Developmental Psychology,http://www.child-psych.org/ 
Emotional Enhancement,https://www.hilaryjacobshendel.com/hilarys-blog 
Data Mining,http://www.dataminingblog.com/ 
Ashtanga vinyasa yoga,https://ashtangayogajournal.blogspot.com/ 
Beverly Hills Diet,https://www.3fatchicks.com/beverly-hills-diet-menu-plan/
,https://www.diet.com/g/beverly-hills-diet 
Child Psychology,https://www.psy-ed.com/wpblog/ 
Mundane astrology,https://starsandstones.wordpress.com/blog-posts/ 
Nutrition Myths,https://blog.dnafit.com/10-nutrition-myths-debunked
,https://blog.myfitnesspal.com/7-nutrition-myths-rds-no-longer-believe/ 
Family Constellations (Hellinger),http://familyconstellations.net/?tag=bert-hellinger 
Natural Birth,https://www.expectingandempowered.com/blog 
Diabetic diet,https://www.diabeticfoodie.com/ 
Lymphatic drainage,https://www.thelymphaticmessage.com/blog 
Black Hole,https://chandra.harvard.edu/blog/taxonomy/term/7 
Inedia ,https://www.mebykiki.com/blogs/news/living-on-light-breatharian-sofia-proves-it-is-possible-for-a-person-to-live-without-consuming-food
,https://thefamiliarstrange.com/2017/12/28/inedia-with-a-grain-of-salt 
Specific carbohydrate diet,http://www.scdkat.com/ 
Western dietary pattern,https://www.everydayhealth.com/crohns-disease/diet/why-western-diet-making-us-sick/
,https://soylent.com/blogs/news/the-western-diet-fast-food-snack-food-american-food 
Medical astrology,https://www.traditionalmedicine.net.au/medastro.htm
,https://www.ayurvedichealing.net/vedic-medical-astrology/ 
Group Psychology,https://www.spring.org.uk/2009/09/how-groups-form-conform-then-warp-our-decision-making-productivity-and-creativity.php
,https://psychcentral.com/blog/the-psychology-of-groups/ 
Guided Meditation,https://www.tarabrach.com/guided-meditations/ 
Jin Shin Do,http://jinshindo.org/articles/
Machine Learning,https://www.sas.com/en_us/insights/analytics/machine-learning.html
,https://medium.com/machine-learning-for-humans/why-machine-learning-matters-6164faf1df12 
Elimination diet,https://www.bulletproof.com/diet/healthy-eating/how-to-elimination-diet/
,https://raeehly.com/blog/2017/7/24/the-elimination-diet-my-journey 
Applied kinesiology,https://thenutritionalhealingcenter.com/blog/applied-kinesiology-blog/ 
Locavore diet,https://locavoremagazine.co/category/blogs/ 
Energetic Enhancement,https://subtle.energy/blog-science-articles/ 
Immortality,https://www.thesun.co.uk/tech/5587710/how-to-live-forever/
,https://medium.com/@nesemertan/my-theory-how-to-reach-immortality-37ddd69c711d 
Motivational speaker,https://www.lindalarsenmotivationalspeaker.com/lindas-positively-speaking-blog 
Sonopuncture,https://vinsondisanto.wordpress.com/2015/06/05/sonopuncture-a-brief-introduction/ 
Uropathy,https://www.healthline.com/health/obstructive-uropathy#symptoms 
The Graham Diet,http://scottwoodward.org/churchhistory_theGrahamSystem.html
,http://scihi.org/dietary-reformer-sylvester-graham/ 
Holistic Genetics,http://blogs.nature.com/freeassociation/ 
Nishi Shiki,http://www.kentavr.biz/nishi/about.htm
,http://menopause-aid.blogspot.com/2015/02/live-longer-and-healthier-Nishi-System.html
Science,https://scienceblog.com/ 
Osho Meditation,https://www.osho.com/ 
Animal-Assisted Therapy,http://animaltherapyblog.com/ 
Invisibility,https://www.sciencefocus.com/future-technology/invisibility-is-possible-but-probably-not-for-people/ 
,https://www.theguardian.com/science/2014/jul/19/vanishing-point-five-ways-to-become-invisible 
Bitters,https://www.healthline.com/health/food-nutrition/how-to-use-bitters#what-are-they-good-for 
,https://www.thekitchn.com/what-are-bitters-anyway-240254 
Natal astrology,https://www.themodernastrologer.com/news/2018/11/20/natal-chart-explained-houses 
,http://www.hollowearthnetwork.com/what-is-a-natal-chart-and-what-is-the-purpose-of-astrology/ 
Moxibustion,https://www.healthline.com/health/moxibustion 
,https://www.verywellhealth.com/what-is-moxibustion-88935 
Fly Yoga,https://www.doyouyoga.com/how-aerial-yoga-changes-your-body-78698/ 
,https://www.healthfitnessrevolution.com/top-10-health-benefits-aerial-yoga/ 
Family Therapy,https://positivepsychology.com/family-therapy/ 
,https://healthypsych.com/family-therapy/ 
Balinese Massage,https://www.lifegate.com/people/lifestyle/balinese-massage 
,https://karmagroup.com/blog/traditional-balinese-massage/ 
Isopathy,http://www.altmedicinezone.com/homeopathy/what-is-isopathy/ 
,https://innovativemedicine.com/solutions/isopathy/ 
Family Coaching,https://lisaperrecone.com/articles/what-is-family-coaching/ 
,https://www.noomii.com/family-coaching 
Wall Crawling,https://www.techtimes.com/articles/236594/20181220/sticky-feet-helps-harvard-researchers-create-wall-crawling-robot.htm 
,https://www.wired.com/2010/03/50-practical-uses-for-super-powers/ 
Vedic Meditation,https://www.wellandgood.com/good-advice/5-things-you-need-to-know-about-vedic-meditation/slide/2/ 
,https://www.mindbodygreen.com/0-18070/3-reasons-to-try-vedic-meditation-how-to-stick-to-it.html 
Structural Integration,https://danbienenfeld.com/what-is-structural-integration/ 
,https://www.yogauonline.com/yoga-practice-tips-and-inspiration/benefits-core-structural-integration-for-yoga-practitioners 
Taoist Sexual Practiceshttps,https://ichingdao.org/en/practicas-sexuales-taoistas/
,https://www.learnreligions.com/taoism-and-sexual-energy-3182581  
Grapefruit diet,https://www.healthline.com/health/grapefruit-diet#3 
,https://www.webmd.com/diet/a-z/grapefruit-diet
Horticultural therapy,https://edition.cnn.com/2018/08/03/health/sw-horticultural-therapy/index.html  
,https://www.nytimes.com/2019/03/25/style/plants-hospital-horticulture-therapy.html 
Echolocation,https://www.discoverwildlife.com/animal-facts/mammals/what-is-echolocation/ 
,https://www.livescience.com/39231-humans-can-learn-to-echolocate.html 
Space-time Tunnels,https://www.space.com/30829-scientists-pursue-time-travel-via-wormhole.html 
,https://www.ancient-code.com/tunnels-in-spacetime-could-take-us-to-another-universe-claims-new-theory/ 
Siddha yoga,https://www.zliving.com/fitness/siddha-yoga-97561/ 
,https://stylesatlife.com/articles/siddha-yoga/ 
Pescetarian diet,https://www.healthline.com/nutrition/pescatarian-diet 
,https://www.medicalnewstoday.com/articles/323907.php 
Couple,https://www.independent.co.uk/life-style/love-sex/a-psychologist-who-s-studied-couples-for-decades-says-this-is-the-best-way-to-argue-with-your-a6812831.html 
,https://www.apa.org/helpcenter/healthy-relationships 
Bikram yoga,https://greatist.com/fitness/know-you-go-bikram-yoga#4 
,https://www.verywellfit.com/bikram-yoga-and-hot-yoga-differences-3566754 
Subway diet,https://www.medicinenet.com/script/main/art.asp?articlekey=76930 
,https://www.diet.com/g/subway-diet 
Alkaline diet,https://www.medicalnewstoday.com/articles/324271.php 
,https://www.webmd.com/diet/a-z/alkaline-diets 
Anthroposophical medicinehttps,https://www.anthroposophie.ch/en/medicine/topics/articles/research/anthroposophic-medicine/overview.html
,https://sciencebasedmedicine.org/a-university-of-michigan-medical-school-alumnus-confronts-anthroposophic-medicine-at-his-alma-mater/ 
KE diet,https://www.huffpost.com/entry/k-e-diet-does-it-work_n_1432790 
,https://www.drweil.com/diet-nutrition/diets-weight-loss/k-e-diet-is-the-feeding-tube-diet-dangerous/ 
McDougall's starch diet,https://www.wellandgood.com/good-advice/chill-wedding-planning-advice/ 
,https://fanaticcook.com/2014/10/22/what-to-eat-on-a-plant-based-diet-mcdougall-starch-version/ 
Dance therapy,https://www.psychologytoday.com/intl/blog/hope-eating-disorder-recovery/201704/what-is-dance-movement-therapy 
,https://www.verywellhealth.com/the-benefits-of-dance-therapy-90016 
Breathing Meditation (Pranayama),https://www.yogajournal.com/poses/types/pranayama 
,https://www.artofliving.org/us-en/yoga/breathing-techniques/yoga-and-pranayama 
Weight Watchers diet,https://www.healthline.com/nutrition/weight-watchers-diet-review
,https://health.usnews.com/best-diet/weight-watchers-diet  
Soft Skills Development,https://elearningindustry.com/soft-skills-in-the-workplace-develop-train 
,https://www.talentlms.com/blog/developing-soft-skills-workplace-why-how/
Feelgood Techniques,https://www.consciouslifestylemag.com/how-to-feel-good-and-happy/ 
,https://greatist.com/grow/how-to-be-happy-long-term#1 
Magnet therapy,https://www.livescience.com/40174-magnetic-therapy.html 
,https://www.verywellhealth.com/magnet-therapy-for-ms-89732 
Tantric Practices,https://www.mindbodygreen.com/0-17733/6-practices-to-awaken-the-tantric-lover-within.html  
,https://basmati.com/2017/12/06/true-meaning-tantra-how-practice-it-daily 
Coaching,https://www.skillsyouneed.com/learn/coaching.html  
,https://internationalcoachingcommunity.com/what-is-coaching/ 
Other Divinations,https://emmacrewe.com/blog/modern-forms-divination 
,https://mmsl.fandom.com/wiki/Divinations:_Tassomancy 
The Orgasm Reflex,https://www.latimes.com/health/la-he-orgasm11feb11-story.html 
,http://discovermagazine.com/1992/jun/evolutionofthebi59 
Theta Healing,http://www.livingbeautifully.com/theta-healing/
,https://www.beliefempowerment.com/technique
Burmese massage,https://www.birma.com/massage-in-myanmar.html  
,https://multiverseadvertising.com/massage-in-myanmar-a-rich-tradition-of-health-and-wellness/ 
Mental Skills & Tools,https://www.huffpost.com/entry/5-mental-tools-for-athlet_b_10106988 
,https://practicalhorsemanmag.com/health-archive/tonya-johnston-mental-skills-30695  
Bert Hellinger Family Constellations,http://www.theinnerprocess.com/bert-hellinger-the-history-of-family-constellations.html
,https://healingfamilytrauma.com/bert-hellinger/
Visceral Massage,https://www.mindbodygreen.com/articles/visceral-organ-massage-benefits 
,https://www.shape.com/lifestyle/mind-and-body/what-is-visceral-manipulation-organ-massage 
Inner Child Healing,https://lifelabs.psychologies.co.uk/users/3881-maxine-harley/posts/17933-how-to-heal-and-re-parent-your-inner-child 
,https://ideapod.com/5-surprisingly-powerful-ways-to-heal-your-wounded-inner-child/ 
High residue diet,https://healthyeating.sfgate.com/highresidue-highfiber-meals-4650.html 
,http://normanendo.com/education/15/high-fiber-high-residue-diet.htm 
Traditional Tibetan medicine,http://factsanddetails.com/china/cat6/sub35/entry-4444.html 
,https://www.asianscientist.com/2018/08/health/traditional-tibetan-medicine-mercury-exposure/ 
Flying,https://www.medicalnewstoday.com/articles/10609.php 
,https://www.psychologytoday.com/us/blog/conquer-fear-flying/201412/best-ever-articles-overcoming-fear-flying 
Exercise,https://www.getthegloss.com/article/the-top-30-reasons-to-exercise 
,https://www.self.com/story/11-amazing-reasons-to-work-out-that-have-nothing-to-do-with-weight-loss  
German New Medicine,https://www.totalhealthinstitute.com/german-new-medicine/
,http://customers.hbci.com/~wenonah/new/hamer.htm 
Fairytale Therapy,https://www.vice.com/en_au/article/qv7a8v/fairytale-counselling-therapy-jung-mental-health
,http://www.childtrauma.com/blog/fairy-tale/ 
Aquatherapy,https://www.physio-pedia.com/Aquatherapy 
,https://www.webmd.com/pain-management/try-water-exercise 
South Beach Diet,https://www.healthline.com/nutrition/south-beach-diet 
,https://www.webmd.com/diet/south-beach-diet-what-it-is#1 
Low glycemic index diet,https://www.healthline.com/nutrition/low-glycemic-diet#section1
,https://www.medicalnewstoday.com/articles/324871.php
Agricultural astrology,https://www.telegraph.co.uk/food-and-drink/news/forget-organic-what-on-earth-is-astrological-food/
,https://www.regenerative-agriculture.net/2012/04/use-of-lunar-planting-calendar-in.html
Evidences of God's existance (Michio Kaku),https://innotechtoday.com/michio-kaku-clears-god-discovery/ 
,https://www.christiantoday.com/article/top-scientist-finds-proof-that-god-exists-says-humans-live-in-a-world-made-by-rules-created-by-an-intelligence/87994.htm 
Urine therapy,https://www.healthline.com/health/drinking-urine#uses
,https://www.health.com/mind-body/woman-drinks-urine-for-health 
Big Data,https://www.sas.com/en_us/insights/big-data/what-is-big-data.html
,https://www.oracle.com/big-data/guide/what-is-big-data.html 
Hellenistic astrology,http://www.exploreastrology.co.uk/hellenisticastrology.html
,https://www.astrologyweekly.com/astrology-articles/hellenistic-astrology.php
Сonscious Сonception,https://www.everydayfamily.com/the-benefits-of-conscious-conception/?gdprConsent=1
,https://wanderlust.com/journal/jocelyn-gordon-conscious-conception/
Negative calorie diet,https://www.healthline.com/nutrition/zero-calorie-foods#section5 
,https://food.ndtv.com/food-drinks/11-foods-that-burn-more-calories-than-they-contain-1679965 
Vinyasa yoga,https://www.verywellfit.com/introduction-to-vinyasa-flow-yoga-4143120
,https://www.doyouyoga.com/7-reasons-to-practice-vinyasa-yoga/ 
Dao Flow Yoga,https://www.yinovacenter.com/blog/dao-flow-yoga-for-womens-health-fertility/
,https://mountainx.com/news/community-news/yoga_and_holistic_care_for_womens_health/
Zazen Meditation,"https://zmm.org/teachings-and-training/meditation-instructions/
"
,https://www.buddhistinquiry.org/article/zazen-is-not-the-same-as-meditation/ 
Thought Field Therapy (TFT),https://www.goodtherapy.org/learn-about-therapy/types/thought-field-therapy
,http://psychotherapy-center.com/therapy-methods/thought-field-therapy-tft/ 
Personality Psychology,https://www.verywellmind.com/personality-psychology-4157179  
,https://www.bestmastersinpsychology.com/faq/personality-psychology/ 
Scarsdale Medical Diet,"https://www.health.com/health/article/0,,20410185,00.html"
,https://www.healthline.com/health/scarsdale-diet#foods-to-avoid 
Radionics,https://www.holistictherapypractice.com/online/9/Therapy-Services/Radionics.html 
,https://aplaceforhealingvm.com/vibrational-medicine/radionics/ 
Diets followed for medical reasons,https://www.livestrong.com/article/145384-medical-conditions-that-affect-diets/ 
,https://www.disabled-world.com/fitness/diets/special/  
Burmese astrology,https://www.ostellobello.com/2018/05/myanmar-calendar-astrology/ 
,https://www.lynnesturtevant.com/blog/burmese-astrology-crazy-eights-and-an-undiscovered-planet 
Viruses & Epidemic,https://www.webmd.com/cold-and-flu/what-are-epidemics-pandemics-outbreaks#1 
,https://www.medicalnewstoday.com/articles/148945.php 
Swedish massage,https://www.massageenvy.com/massage/massage-types/swedish-massage/ 
,https://elementsmassage.com/brea/swedish-massage 
Ideal Protein diet,https://www.healthline.com/nutrition/ideal-protein-diet#how-it-works  
,https://80twentynutrition.com/blog/ideal-protein-diet-pros-cons/ 
Ancestral Reading,https://ancestralfindings.com/reading-history-understand-ancestors/ 
,https://www.gaia.com/article/how-to-communicate-with-your-ancestors 
Anthropology,https://www.discoveranthropology.org.uk/about-anthropology/what-is-anthropology.html
,https://www.huffpost.com/entry/what-are-some-mind-blowin_b_1934099
Power yoga,"https://www.verywellfit.com/what-is-power-yoga-3566853
"
,https://www.yogajournal.com/yoga-101/types-of-yoga/power-types-of-yoga 
Prison loaf,"http://www.thepizzle.net/lets-go-to-prison-nutraloaf-aka-prison-loaf/




"
,"https://www.npr.org/sections/thesalt/2014/01/02/256605441/punishing-inmates-with-the-loaf-persists-in-the-u-s
"
,"https://www.chicagomag.com/Chicago-Magazine/September-2010/Dining-Critic-Tries-Nutraloaf-the-Prison-Food-for-Misbehaving-Inmates/


"
Ashtanga yoga,https://www.doyouyoga.com/what-is-ashtanga-yoga/ 
,https://akilainstitute.com/en/what-is-ashtanga-yoga/ 
Recreational Therapy,https://www.atra-online.com/page/AboutRecTherapy
,https://health.usnews.com/health-news/health-wellness/articles/2016-01-19/6-things-to-know-about-recreational-therapists
Chakra Meditation,https://mindworks.org/blog/chakra-meditation/
,https://www.theworldisallyours.com/chakra-meditation.html
Hay diet,https://www.livestrong.com/article/298244-seven-day-hay-diet/ 
,https://www.diet.com/g/hay-diet 
Horoscopic astrology,http://horoscopicastrologyblog.com/2008/11/14/what-is-horoscopic-astrology/
,https://www.ancient-origins.net/history-ancient-traditions/4000-year-history-horoscopes-how-astrology-has-been-shaped-throughout-021321
Humanistic therapy,https://www.psychologytoday.com/intl/therapy-types/humanistic-therapy
,https://www.betterhelp.com/advice/therapy/humanistic-therapy-definition-and-techniques/
Dynamic meditation,http://www.hostingtransformation.eu/methode/osho-dynamic-meditation/
,https://lonerwolf.com/dynamic-meditation/
Breema,http://healingtuneup.net/healing-tune-up-pricing/8.html
,https://www.breema.blog/category/breema_in_daily_life/
Traditional Mongolian medicine,http://www.buddhachannel.tv/portail/spip.php?article22022 
,http://www.asianmedicinezone.com/sowa-rigpa-himalayan/mongolian-traditional-medicine/
Semi-vegetarianism,https://healthyeating.sfgate.com/proper-nutrition-semivegetarian-3531.html 
,https://chuzefitness.com/blog/semi-vegetarianism-really-thing/
Mantras,https://chopra.com/articles/7-mantras-for-creating-the-life-you-want 
,https://chopra.com/articles/what-is-a-mantra
Blood irradiation therapies,https://drkalidas.com/ultraviolet-blood-irradiation/ 
,https://anh-usa.org/back-to-the-future-infections-cured-by-ultraviolet-blood-irradiation-ubi/
Tantric yoga,https://www.mindbodygreen.com/articles/traditional-tantra-yoga-everything-you-need-to-know
,https://www.gaia.com/article/tantra-yoga-guide-practitioners
Shangri-La Diet,https://www.healthline.com/health/shangri-la-diet#4
,https://www.freedieting.com/shangri-la-diet 
Bodyflex,https://brightside.me/inspiration-health/do-bodyflex-15-minutes-a-day-and-see-what-happens-to-your-body-578910/
,https://evilcyber.com/losing-weight/bodyflex-review/ 
Low-protein diet,https://www.medicalnewstoday.com/articles/325197.php 
,https://www.stylecraze.com/articles/low-protein-diet-plan-what-to-eat-and-what-to-avoid/#gref 
Kimkins,https://www.verywellfit.com/the-kimkins-diet-controversy-2242253 
,https://lifeafterlowcarb.blogspot.com/2016/12/why-did-kimkins-diet-work-better-than.html 
Cognitive therapy,https://www.verywellmind.com/what-is-cognitive-behavior-therapy-2795747 
,https://www.medicalnewstoday.com/articles/296579.php 
Trigger point therapy,https://www.verywellhealth.com/the-benefits-of-trigger-point-therapy-89735 
,https://www.learnreligions.com/trigger-point-therapy-1732236 
Plant-based diet,https://www.forksoverknives.com/plant-based-primer-beginners-guide-starting-plant-based-diet/#gs.z7bwha 
,https://www.medicalnewstoday.com/articles/326003.php 
Fruitarian diet,https://www.independent.co.uk/life-style/health-and-families/fruitarianism-raw-fruit-diet-health-why-do-people-do-it-a7614821.html 
,https://www.byrdie.com/fruitarian-diet 
Lomilomi and indigenous massage of Oceania,https://www.massagemag.com/lomilomi-hawaiian-massage-87100/ 
,https://alt-heal.com/lomi-lomi-massage/ 
Ellective astrology,http://horoscopicastrologyblog.com/2008/12/04/10-tips-for-electional-astrology/ 
,https://www.astrologyweekly.com/astrology-articles/electionalastrology.php 
Cinema therapy,https://www.webmd.com/mental-health/features/movie-therapy-using-movies-for-mental-health#1
,https://www.goodtherapy.org/learn-about-therapy/types/movie-therapy
Martial Arts,https://blog.perfectmind.com/10-health-benefits-of-martial-arts
,https://www.independent.co.uk/life-style/health-and-families/healthy-living/martial-arts-physical-mental-benefits-health-exercise-tai-chi-karate-a8342756.html 
Holistic Therapies,https://www.greenhousetreatment.com/therapy/holistic-therapy/ 
,https://thewell.northwell.edu/well-informed/5-holistic-therapy-techniques-you-should-try-today 
Ancestral Healing,https://angelablueskies.com/ancestral-healing/ 
,https://www.sacredliberation.com/blog/ancestral-wounds-healing-the-ancestors-you-are-afraid-of  
Play therapy,https://www.a4pt.org/page/PTMakesADifference/Play-Therapy-Makes-a-Difference.htm 
,https://positivepsychology.com/play-therapy/ 
Gene Therapy,https://www.sciencedaily.com/terms/gene_therapy.htm 
,http://www.genetherapynet.com/types-of-gene-therapy.html 
Physical Enhancement,https://blogs.scientificamerican.com/observations/what-americans-think-of-human-enhancement-technologies/ 
,https://www.sciencedaily.com/releases/2019/02/190211114300.htm
Mental Enhancement,https://www.psychologytoday.com/us/blog/the-new-brain/201212/cognitive-enhancement-without-drugs 
,https://www.newscientist.com/article/dn21157-the-dope-on-mental-enhancement/ 
Egyptian astrology,https://keplercollege.org/index.php/articles/history-of-astrology/item/324-origins-of-astrology-the-egyptian-legacy 
,https://themindsjournal.com/whats-your-zodiac-according-to-egyptian-astrology/  
Soul Retrieval,https://personaltao.com/soul-spirit/soul-retrieval/ 
,https://www.gaia.com/article/what-is-soul-retrieval 
Karma Cleansing,https://www.energymuse.com/blog/12-ways-karma-cleanse/ 
,https://www.psychiclilly.com/karma-cleansing/ 
Holotropic Breathing,https://www.verywellmind.com/holotropic-breathwork-4175431
,https://www.healthline.com/health/holotropic-breathwork#takeaway
Dukan Diet,https://www.healthline.com/nutrition/dukan-diet-101 
,https://www.bbcgoodfood.com/howto/guide/what-dukan-diet 
Time Travel,http://www.physics.org/article-questions.asp?id=131
,https://www.space.com/21675-time-travel.html 
Balneotherapy,https://www.verywellhealth.com/health-benefits-of-balneotherapy-90013
,https://www.fromthegrapevine.com/travel/what-balneotherapy
Sonoma diet,https://www.everydayhealth.com/diet-nutrition/the-sonoma-diet.aspx
,https://www.goodhousekeeping.com/health/diet-nutrition/advice/a18707/sonoma-diet-1/ 
Slavic Mythology,https://culture.pl/en/article/what-is-known-about-slavic-mythology
,https://www.slavorum.org/5-most-popular-tales-from-slavic-mythology/
American Mythology,https://allthatsinteresting.com/american-history-myths
,http://www.livingmyths.com/Native.htm
Belief-based diets,https://www.thedietplate.com/belief_based_diets
,http://www.independentnurse.co.uk/clinical-article/religion-and-dietary-choices/145719/ 